Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date,_Review
Conductor,22AWG CBL,m,609.7710,204417,7940740574,CRL C0762A.41.1,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,22AWG CBL,m,689.8860,204418,7940739032,CRL C0763A.41.1,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,10C/22 CBL,m,1174.8960,204420,7940704679,CRL C0765A.41.1,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,COAXRGUR1000 RG6U BLK COAX,m,91.1110,409848,2989248222,CLM 920030608,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,RG6U QUAD WHITE 1000FT REEL,m,142.6020,415425,2989248325,CLM 920410601,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,CAT5 24/4PR DIR BRL,m,242.4700,432201,2989228751,CLM 962940608,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,CLM 94664-45-02 16/4 SPEAKE,m,462.6770,731869,2989231809,CLM SPEAKER164,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,1 RG6 QUAD AND 1 4PR CAT5 C,m,567.1890,297090,2989227881,CLM 990001-06-0,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,RG6U 60% BD 1000'PULLBOX,m,84.5430,300843,029892S0030,CLM COAXRG6U100,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,RG6U PVC QUAD SHLD 1000'RL,m,121.9700,300848,029892S0029,CLM COAXRG6UQUA,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,RG6U QUAD WHITE 1000FT PULL,m,121.9700,300850,2989207476,CLM. COAXRG6UQU,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,WHITE COAX 60% 1000'RL,m,91.1110,300856,2989229995,CLM COAXRG6UWE,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,WH 16/2 26STR CBL,m,386.5410,35595,2989231798,CLM 946624501,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,YEL 14/2 41STR CBL,m,627.5860,35596,2989231802,CLM 946424502,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,CAT5E DIRECT BURIAL,m,242.4700,66548,029892S0027,CLM. 962940608-,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,CAT6 PLENUM WHITE PULL BOX,m,364.6380,1174106,980130S4432,CAT6 4PR NONSHL,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,CAT6 PLENUM GRAY PULL BOX,m,364.6380,1174113,980130S4433,CAT6. 4PR NONSH,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,CAT6 PLENUM BLUE PULL BOX,m,364.6380,1174114,980130S4434,CAT6. 4PR NONSH,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,1000PB CAT6 PLENUM YELLOW P,m,364.6380,1185284,980130S4456,CAT6. 23/4PR NO,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,1000PB CAT5E PLENUM BLUE PU,m,274.0510,1193046,980130S4473,CAT5EP 24/4PR N,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,1000PB CAT5E PLENUM GRAY PU,m,274.0510,1193047,980130S4472,CAT5E. 24/4PR N,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,1000PB CAT5E PLENUM WHITE P,m,274.0510,1193048,980130S4471,CAT5EP. 24/4PR,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,1000RIB CAT6E PLENUM WHITE,m,475.1360,1201572,980130S4480,CAT6E 23/4P NON,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,1000RIB CAT6E PLENUM BLUE R,m,538.1060,1201574,980130S4482,CAT6E. 23/4P NO,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/6C 7/15.1BC UNSH CMR/CL3,m,429.4100,328556,152102798,CMT 2798,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/2C UNSH FPLR CBL REDJ,m,194.6640,883512,152108698,CMT 8698,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C SBC UNSH TYPE FPLR RE,m,152.7230,883513,152108696,CMT 8696,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,14/4C PVC/NS/FLEX REDJ,m,666.1270,883515,152108710,CMT 8710,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/4C SBC PVC/NS/FLEX FPLP,m,443.1150,883516,152108708,CMT 8708,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C SBC PVC/NS/FLEX FPLP,m,168.9370,883517,152108704,CMT 8704,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/4C UNSH CMP CBL NATJ,m,556.2690,441779,152102284,CMT 2284,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/4C SBC PVC/OA/FLEX FPLP,m,444.5030,467923,SON00268368,CMT 4911,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/2C 19/.0117BC OA SH CMP,m,296.3130,297408,152102172,CMT 2172,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,14/2C UNSH CL3P CBL WHTJ,m,377.9140,297410,152102208,CMT 2208,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/2C 19/0117BC CL3P/CMP/FP,m,225.3490,297417,152102282,CMT 2282,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,12/2C 19/0185BC CL3P/FPLP N,m,522.7660,297439,152190001,CMT 2729,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/2C 7/30BC UNSH CMR/CL3R,m,81.4870,297447,152102772,CMT 2772,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/4C 7/30BC UNSH CMR/CL3R,m,128.0790,297450,152102774,CMT 2774,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/6C CMR/CL3R CBL GRYJ,m,200.0880,297453,152102776,CMT 2776,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/2C 7/30BC OAS CMR/CL3R G,m,120.3520,297456,152102783,CMT 2783,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/4C 7/30BC OAS CMR/CL3R G,m,186.3260,297460,152102785,CMT 2785,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/6C 7/30BC OAS CMR/CL3R G,m,232.6890,297463,152102787,CMT 2787,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C CMR/CL3R CBL GRYJ,m,157.6250,297467,152102794,CMT 2794,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/3C CMR/CL3R CBL GRYJ,m,209.4940,297471,152102795,CMT 2795,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/4C CMR/CL3R CBL NP NS GR,m,286.1350,297474,152102796,CMT 2796,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/8C 7/15.1BC UNSH CMR/CL3,m,547.0370,297477,152102800,CMT 2800,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C CMR/CL3R CBL GRYJ,m,192.0320,297480,152102805,CMT 2805,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/3C 7/26BC OAS CMR/CL3R G,m,266.7370,297483,152102806,CMT 2806,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/4C 7/26BC OAS CMR/CL3R G,m,319.5800,297486,152102807,CMT 2807,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/2C 19/.0117BC UNSH CMR/C,m,226.5820,297492,152102836,CMT 2836,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/4C UNSH CMR CBL GRYJ,m,450.6550,297494,152102837,CMT 2837,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/2C 19/.0117BC OAS CMR/CL,m,281.4870,297497,152102838,CMT 2838,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,14/2C UNSH CL3R CBL GRYJ,m,337.6430,297499,152102840,CMT 2840,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/4C SBC UNSH TYPE FPLR RE,m,278.0920,297534,152104186,CMT 4186,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C SBC OA SH TYPE FPLR R,m,186.0970,297537,152104228,CMT 4228,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/4C UNSH FPLR CBL REDJ,m,359.9600,297544,152104236,CMT 4236,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/2C SH FPLR CBL REDJ,m,278.1480,297547,152104237,CMT 4237,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/4C SBC OA SH TYPE FPLR R,m,463.8730,297549,152104239,CMT 4239,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,14/2C UNSH FPLR REDJ,m,291.1630,297550,152104240,CMT 4240,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,14/4C SBC UNSH TYPE FPLR RE,m,673.6540,297553,152104241,CMT 4241,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,CBL 1000FT SP REDJ,m,384.8530,297556,152104242,CMT 4242,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,14/4C SHLD FPLR RED,m,767.9990,297559,152104244,CMT 4244,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,12/2C UNSH FPLR REDJ,m,515.7850,297562,152104511,CMT 4511,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C UNSHLD SOL PLEN WHITE,m,179.2150,297570,152104829,CMT 4829,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/3C UNSHLD SOL PLEN WHITE,m,263.3540,297572,152104830,CMT 4830,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/4C UNSHLD SOL PLEN WHITE,m,872.0650,297574,152104831,CMT 4831,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C 7/26BC CL3P/CMP/FPLP,m,159.6470,297580,152104842,CMT 4842,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/3C UNSH CMP CBL WHTJ,m,220.5470,297583,152104843,CMT 4843,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/4C UNSH CMP CBL WHTJ,m,301.4600,297584,152104844,CMT 4844,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/6C 7/26BC CL3P/CMP/FPLP,m,427.6600,297587,152104846,CMT 4846,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C 7/26BC OA SH CMP/CL3P,m,198.4260,297590,152104853,CMT 4853,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/3C 7/26BC OA SH CMP/CL3P,m,263.3110,297593,152104854,CMT 4854,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/4C 7/26BC OA SH CMP/CL3P,m,319.8100,297596,152104855,CMT 4855,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/6C CMP/CL3P CBL WHTJ,m,470.0670,297598,152104857,CMT 4857,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/8C 7/26BC OA SH CMP/CL3P,m,626.4740,297601,152104859,CMT 4859,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/2C 7/30BC OA SH CMP/CL3P,m,135.9060,297603,152104869,CMT 4869,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/4C CMP/CL3P CBL WHTJ,m,187.2870,297606,152104871,CMT 4871,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,14/2C PVC/NS FPLP REDJ,m,325.7020,297607,152104883,CMT 4883,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,14/2C SBC PVC/OA/FLEX FPLP,m,392.5220,297613,152104888,CMT 4888,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/2C UNSH FPLP CBL REDJ,m,216.4320,297618,152104893,CMT 4893,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/4C SBC PVC/NS/FLEX FPLP,m,300.2980,297627,152104900,CMT 4900,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,16/2C SH FPLP CBL REDJ,m,253.2330,297630,152104909,CMT 4909,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,18/2C SBC PVC/OA/FLEX FPLP,m,205.5220,297631,152104914,CMT 4914,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,22/4C 7/30BC CL3P/CMP/FPLP,m,151.8770,297645,152104952,CMT 4952,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,12/2C SBC PVC/NS/FLEX FPLP,m,496.5170,297651,152104977,CMT 4977,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,SUPER B CONN SEALANT W / PL,m,96.4210,167438,71098370112,DCC DC-1000S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ENCORE FA882210521050,m,888.9390,646191,73937378710,WIC. MCFASE 18/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ENCORE 767310729498 ALU ARM,m,1553.1460,1604213,73937377412,WIC. MCPVCA 14/,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MGS600XR 1441 30M T,m,3539.5850,1070624,260691S0005,HARBOUR F00450T,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MGS600XR 1265 30M T,m,5327.1890,1070625,260691S0006,HARBOUR F00451T,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MGS600XR 10105 30M T,m,8774.3810,1070627,260691S0008,HARBOUR F01844T,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MGS600XR 8133 29M T,m,15139.5480,1070628,260691S0003,HARBOUR F00036T,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,1441 30M T GRN/YEL,m,3566.1430,1071217,260691S0004,HARBOUR F004505,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,10105 30M T GRN/YEL,m,8458.6150,1071220,260691S0007,HARBOUR F018445,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MGS600XR 6133 27M T,m,18564.2870,1269905,260691S0009,HARBOUR F04729-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,MGS600XR 1816 30M 0,m,1609.7130,1269909,260691S0013,HARBOUR F00449-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,SUNBUNDLER PV 8IN TYWRAP,m,681.8180,1306300,SON00258691,HEYCO S6409,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,CAT6A CMP UNSHLD BLU 1000R,m,918.9590,1270284,88661821920,HONGEN 53931006,2026-08-25,UOM=m but description doesn't match wire keywords
HVAC & Motors,14/2 SOL FPLP RED 1000R,m,349.9080,884433,,HONGEN 45131004,2026-08-25,UOM=m but description doesn't match wire keywords
HVAC & Motors,TWISTED 1000FT,m,554.4860,1204047,781410S0005,HONGEN 16/4 OAS,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,TWISTER PRO RED TAN 500/JR,m,119.9360,99228,78325058557,IDEAL 30-644J,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,WINGNUT 454 BLU 100PC/BAG,m,403.9180,53041,78325030654,IDEAL 30-654,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,SCR MTD CBL TIE,m,71.9570,248406,78325057323,IDEAL B-8-50MT-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,SCR MTD CBL TIE,m,77.0410,12128,78325057322,IDEAL B-8-50MT-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,ORG TWISTCONN BAG500,m,47.0590,252441,78178961005,IDEAL WT3-B,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,TAN CONN 500/BAG,m,82.4550,20782,78178996767,IDEAL WT41-B,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,YEL TWISTCONN BG500,m,77.6170,12194,78178961101,IDEAL WT51-B,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,RED TWISTCONN BG500,m,102.3300,21149,78178961103,IDEAL WT52-B,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,400/JR TWISTER PROFLEX 347,m,127.7440,1769730,78325053047,IDEAL 30-1347JR,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,TWISTER PROFLEX MINI 343 O/,m,115.6470,1652037,78325049648,IDEAL 30-343,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,TWISTER PROFLEX MINI 343 O/,m,93.6190,1652038,78325060929,IDEAL 30-643J,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,TWISTER PROFLEX 347 R/Y 50/,m,166.1220,1434030,78325080237,IDEAL 30-1047,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,TWISTER PROFLEX 347 R/Y 250,m,164.4450,1434031,78325080238,IDEAL 30-347,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,PLASTIC INSUL STAPLE 2500 P,m,29.1130,377409,78394106024,KINGMFG` 06024,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,5M PLASTC INS STPLE,m,31.2380,85153,78394106021,KINGMFG` 06021,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,PLSTC INSUL STAPLE,m,33.2120,85262,78394106022,KINGMFG` 06022,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,PLAST INSUL STAPLE,m,30.1430,85411,78394106023,KINGMFG` 06023,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,OLFLEX POWER MULTI 3G1 18/3,m,4232.1210,691659,S1443600969,LAP 611803,2026-08-25,UOM=m but description doesn't match wire keywords
Motors & Controls,OLFLEX VFD SLIM 4G1.5 16/4C,m,5322.2660,977532,S1443601628,LAP 761604-MR,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,STL ARM BLK RED BLU WHT GRN,m,1976.1900,20087,98010034695,WIC. MCS 12/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,GENERIC HV ALU ARM BRN GRY,m,1811.9050,5850,980100S0760,WIC. MCHVA 10/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,STL ARM BLK RED BLU WHT GRN,m,4000.3090,49944,980100S0529,WIC. MCS 10/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,MR HV ALU ARM BRN ORG YEL G,m,11688.3740,1018245,980100S7115,WIC. MCHVA 2/4,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,GENERIC HV ALU ARM BRN GRY,m,1824.9120,125338,980100S0759,WIC. MCHVA 10/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT RED GRN,m,1319.8420,1270239,980100S7172,WIC. MCA 14/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE HV STL ARM BRN,m,1370.9440,217721,980100S0273,WIC. HCFHVS 12/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,1332.8490,175434,980100S0307,WIC. MCA 14/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,1592.0630,57331,980100S0300,WIC. MCA 12/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,12531.0410,176662,980100S0967,WIC. MCA 2/4 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,1000R,m,1592.7770,352705,980100S0383,WIC. MCFAS 14/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM YEL GRY GRN,m,806.7270,131753,980100S0781,WIC. MCHVA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,1763.6110,363754,980100S0699,WIC. MCA 12/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK WHT GRN,m,2256.7830,134640,980100S0494,WIC. MCPVCA 10/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,MR ALU ARM BRN ORG YEL GRY,m,7383.7040,892130,980100S4748,WIC. MCHVA 4/4,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM BRN ORG YEL GRN,m,2853.0940,896732,980100S4749,WIC. MCHVA 8/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,2853.0940,906074,980100S4717,WIC. MCA 8/3 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK RED WHT GRN,m,3399.1310,181048,980100S0901,WIC. MCPVCA 10/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,1000R HV ALU ARM BRN ORG GR,m,2552.6910,114737,980100S5618,WIC. MCHVA 10/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,MR,m,5789.5430,419628,980100S5706,WIC. MCHVA 6/4,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,STL ARM BLK RED BLU WHT GRN,m,3987.3010,72790,98010034700,WIC. MCS 10/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM BRN ORG GRY GRN,m,7310.1930,1182180,980100S7051,WIC. MCHVA 3/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE ALU ARM BLK WHT,m,1639.6820,446556,980100S5687,WIC. HCFA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE STL ARM BLK WHT,m,1370.9440,447007,980100S5676,WIC. HCFS 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM RED WHT GRN,m,1824.9120,449344,980100S4626,WIC. MCA 10/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,250C HV ALU ARM BRN ORG GRY,m,2539.6820,449913,980100S5617,WIC. MCHVA 10/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK WHT GRN PAR,m,2158.6620,451392,980100S4765,WIC. MCPVCA 10/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,1040.7850,45517,98010034725,WIC. MCA 12/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ISO GRD ALU ARM BLK WHT GRN,m,1481.7460,15325,980100S0876,WIC. MCIGA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE ALU ARM BLK RED,m,2014.5950,22187,980100S0260,WIC. HCFA 12/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ISO GRD STL ARM BLK WHT GRN,m,1481.7460,295818,980100S0882,WIC. MCIGS 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ISO GRD STL ARM BLK WHT GRN,m,1481.7460,295824,980100S0475,WIC. MCIGS 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLU WHT GRN,m,806.7270,21478,980100S0692,WIC. MCA 12/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,GENERIC ALU ARM BLK WHT GRN,m,2144.6170,24118,98010034703,WIC. MCA 10/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE ALU ARM BLK RED,m,2001.5870,18968,98010034820,WIC. HCFA 12/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,3006.0340,16006,98010034706,WIC. MCA 10/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM YEL GRY GRN,m,800.4310,16011,980100S0783,WIC. MCHVA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM RED WHT GRN,m,806.7270,20551,980100S0694,WIC. MCA 12/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED BLU WHT GRN,m,3987.3010,18618,98010034709,WIC. MCA 10/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,766.1930,522,98010034702,WIC. MCA 12/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,1413.5620,30165,98010034705,WIC. MCA 12/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED BLU WHT GRN,m,1976.1900,22052,98010034708,WIC. MCA 12/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,757.3480,7376,98010034701,WIC. MCA 14/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED BLU WHT GRN,m,1839.6820,9548,98010034707,WIC. MCA 14/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ISO GRD ALU ARM BLK WHT GRN,m,1481.7460,20650,980100S0470,WIC. MCIGA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM BRN GRY GRN,m,800.4310,1535,980100S0775,WIC. MCHVA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,1027.7780,14482,980100S0298,WIC. MCA 12/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,2027.8570,249442,980100S5597,WIC. MCA 8/2 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,3058.7860,26257,980100S0725,WIC. MCA 8/3 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,2160.0130,27787,980100S0290,WIC. MCA 10/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,3021.4310,3685,980100S0292,WIC. MCA 10/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM ORG GRY GRN,m,806.7270,24046,980100S0776,WIC. MCHVA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM ORG GRY GRN,m,800.4310,26080,980100S0778,WIC. MCHVA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,772.2200,13220,980100S0688,WIC. MCA 12/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,1437.9020,2522,980100S0299,WIC. MCA 12/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED BLU WHT GRN,m,1989.1980,3307,980100S0302,WIC. MCA 12/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,769.8070,11004,980100S0305,WIC. MCA 14/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,1319.8420,7520,98010034704,WIC. MCA 14/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED BLU WHT GRN,m,1852.6910,23145,980100S0308,WIC. MCA 14/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,804.2070,206428,980100S0306,WIC. MCA 14/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM BRN GRY GRN,m,806.7270,211581,980100S5615,WIC. MCHVA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,1000R HV ALU ARM BRN ORG GR,m,1437.9020,211273,980100S0784,WIC. MCHVA 12/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE HV ALU ARM BRN,m,1370.9440,206418,980100S0657,WIC. HCFHVA 12/,2026-08-25,UOM=m but description doesn't match wire keywords
