Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date
Devices,BRN SGL RCPT-NEMA5-20R,ea,2.9100,27511,7847724900,LEV 5801,2026-08-25
Devices,IV SGL RCPT-NEMA6-20R,ea,3.5690,3490,7847724980,LEV 5821-I,2026-08-25
Devices,BRN SGL RCPT-NEMA6-20R,ea,3.5690,846,7847724970,LEV 5821,2026-08-25
Devices,20A 125V HOSP RECP,ea,5.6360,26585,7847781891,LEV 8300-HW,2026-08-25
Devices,SP 3A125VAC P-CHN SW,ea,11.0560,28788,7847730575,LEV 10097-8,2026-08-25
Lighting,LAMPHOLDER,ea,3.5110,18611,7847785125,LEV 13357-N,2026-08-25
Devices,WHT DPLX RCPT-N5-20R,ea,14.0620,13037,7847778826,LEV 16342-W,2026-08-25
Devices,WHT DPLX RCPT-N5-20R,ea,5.9900,29411,7847781972,LEV 16352-W,2026-08-25
Data & Comm,WHT 4-TERM FL MNT JACK,ea,3.6320,2864,7847782176,LEV 40214-W,2026-08-25
Data & Comm,WHT 4TERM FL MOUNT JACK,ea,2.8030,2431,7847727783,LEV 40249-W,2026-08-25
Data & Comm,WHT 4-COND COMBO JACK,ea,4.7580,19500,7847778401,LEV 40259-W,2026-08-25
Devices,WHT CATV DECORA JACK,ea,3.8640,2218,7847720392,LEV 40681-W,2026-08-25
Devices,140 MEDIA CENTER,ea,76.9270,15868,7847711329,LEV 47605-140,2026-08-25
Devices,4WY 15A 277V WHT AC SW,ea,10.7940,11412,7847712471,LEV 54504-2W,2026-08-25
Devices,1G BLK WALLPLATE,ea,0.4010,21086,7847712020,LEV 80401-E,2026-08-25
Devices,1G GRY WALLPLATE,ea,0.4010,6663,7847748803,LEV 80401-GY,2026-08-25
Devices,1G IV WALLPLATE,ea,0.4010,6527,7847708689,LEV 80401-I,2026-08-25
Devices,1G WHT WALLPLATE,ea,0.4010,897,7847708696,LEV 80401-W,2026-08-25
Devices,2G WHT COMB PLATE,ea,0.8150,28736,7847748826,LEV 80405-W,2026-08-25
Devices,2G BLK WALLPLATE,ea,3.8690,9662,7847748842,LEV 80409-E,2026-08-25
Devices,2G WHT WALLPLATE,ea,0.8150,4300,7847715135,LEV 80409-W,2026-08-25
Devices,2G BRN WALLPLATE,ea,0.8150,17497,7847748840,LEV 80409,2026-08-25
Devices,3G BLK WALLPLATE,ea,1.3250,23152,7847748862,LEV 80411-E,2026-08-25
Devices,3G WHT WALLPLATE,ea,1.3250,16590,7847748866,LEV 80411-W,2026-08-25
Devices,3G BRN WALLPLATE,ea,1.3250,16310,7847748860,LEV 80411,2026-08-25
Devices,4G BLK WALLPLATE,ea,1.7400,23095,7847778121,LEV 80412-E,2026-08-25
Devices,4G WHT WALLPLATE,ea,1.6200,32582,7847748876,LEV 80412-W,2026-08-25
Devices,IV PLATE BLANK ADPT,ea,3.9410,19795,7847778997,LEV 80414-I,2026-08-25
Devices,3G WHT COMB PLATE,ea,3.0640,16190,7847749108,LEV 80421-W,2026-08-25
Devices,5G WHT WALLPLATE,ea,10.1770,1813,7847762208,LEV 80423-W,2026-08-25
Devices,3G WHT COMB PLATE,ea,5.8980,14477,7847749118,LEV 80431-W,2026-08-25
Devices,1G MIDSIZE SW PLATE,ea,0.5850,30948,7847715380,LEV 80501-W,2026-08-25
Devices,1G MIDSIZE DPLX PLATE,ea,0.5850,12726,7847715389,LEV 80503-W,2026-08-25
Devices,2G MIDSIZE COMB PLATE,ea,1.3080,29495,7847749127,LEV 80505-W,2026-08-25
Boxes,1G MIDSIZE BLANK PLATE,ea,0.8920,26121,7847749188,LEV 80514-W,2026-08-25
Devices,1G WHT MIDSIZE PLATE,ea,0.8470,12838,7847715388,LEV 80601-W,2026-08-25
Devices,DECOR/GFCI PLATE,ea,1.8010,34352,7847749258,LEV 80609-W,2026-08-25
Devices,3G WHT WALLPLATE,ea,2.6640,26623,7847778101,LEV 80611-W,2026-08-25
Devices,4G WHT WALLPLATE,ea,6.9130,10202,7847777917,LEV 80612-W,2026-08-25
Devices,NYL 1-TOGGLE SW PLT,ea,0.4160,11625,7847708883,LEV 80701-I,2026-08-25
Devices,NYL 1-DPLX OUTLET PLT,ea,0.4160,14509,7847720528,LEV 80703-GY,2026-08-25
Devices,NYL 1-DPLX OUTLET PLT,ea,0.4160,1606,7847708885,LEV 80703-I,2026-08-25
Devices,NYL 1G SGL RCPT PLT,ea,0.4160,29403,7847749335,LEV 80704-I,2026-08-25
Devices,NYL 2-TOGGLE SW PLT,ea,0.8470,27690,7847749360,LEV 80709-I,2026-08-25
Devices,NYL 1G BLANK PLT,ea,0.4620,9069,7847749390,LEV 80714-I,2026-08-25
Devices,NYL 1G BLANK PLT,ea,0.4620,13674,7847749394,LEV 80714-W,2026-08-25
Data & Comm,IV COAX WALL PLT,ea,2.2940,31468,7847781362,LEV 80781-I,2026-08-25
Data & Comm,WHT COAX WALL PLT,ea,2.2940,14775,7847781361,LEV 80781-W,2026-08-25
Devices,1G SS METAL WALLPLATE,ea,1.6160,2700,7847743512,LEV 84401-40,2026-08-25
Devices,1G IV SWITCH PLATE,ea,0.4010,16459,7847708690,LEV 86001,2026-08-25
Devices,1G IV DPLX RCPT PLATE,ea,0.4010,8898,7847708691,LEV 86003,2026-08-25
Devices,2G IV SWITCH PLATE,ea,0.8010,27609,7847715123,LEV 86009,2026-08-25
Boxes,1G IV BLANK PLATE,ea,0.4010,22075,7847715139,LEV 86014,2026-08-25
Devices,1G WHT SWITCH PLATE,ea,0.4010,32729,7847708692,LEV 88001,2026-08-25
Devices,1G WHT DPLX RCPT PLATE,ea,0.4010,9026,7847708693,LEV 88003,2026-08-25
Devices,1G WHT SGL RCPT PLATE,ea,0.4010,14001,7847744340,LEV 88004,2026-08-25
Devices,2G WHT PLT-1SW&1DPLX RCPT,ea,0.8010,30500,7847777297,LEV 88005,2026-08-25
Devices,2G WHT SWITCH PLATE,ea,0.8010,1964,7847715132,LEV 88009,2026-08-25
Devices,3G WHT SWITCH PLATE,ea,1.1710,28311,7847744380,LEV 88011,2026-08-25
Devices,4G WHT SWITCH PLATE,ea,1.6070,15253,7847744390,LEV 88012,2026-08-25
Boxes,1G WHT BLANK PLATE,ea,0.4010,19063,7847777299,LEV 88014,2026-08-25
Devices,2G WHT DPLX RCPT PLATE,ea,0.8010,18489,7847744420,LEV 88016,2026-08-25
Devices,3G WHT PLT-2SWS&1DPLXRCPT,ea,3.8040,12042,7847744440,LEV 88021,2026-08-25
Boxes,2G WHT BLANK PLATE,ea,2.4020,8496,7847744460,LEV 88025,2026-08-25
Devices,2G WHT SGL RCPT PLATE,ea,4.6350,4418,7847778055,LEV 88052,2026-08-25
Devices,GRY DPLX RCPT NEMA5-20R,ea,1.8940,21622,7847781544,LEV CR20-GY,2026-08-25
Devices,SP 20A 277V IV SW,ea,2.9100,21447,7847781571,LEV CS120-2I,2026-08-25
Devices,SP 20A 277V WHT SW,ea,2.9100,31156,7847781574,LEV CS120-2W,2026-08-25
Devices,DP 20A 277V IV SW,ea,6.4540,1469,7847781576,LEV CS220-2I,2026-08-25
Devices,DP 20A 277V WHT SW,ea,6.4540,33169,7847781578,LEV CS220-2W,2026-08-25
Devices,3WAY 20A 277V IV SW,ea,4.1260,15054,7847781581,LEV CS320-2I,2026-08-25
Devices,3WAY 20A 277V WHT SW,ea,4.1260,11826,7847781584,LEV CS320-2W,2026-08-25
Devices,4WAY 20A 277V WHT SW,ea,10.3780,11553,7847781588,LEV CS420-2W,2026-08-25
Devices,IV INFRA OCPCY SNSR,ea,57.8890,19897,7847701019,LEV ODS10-IDI,2026-08-25
Devices,IV DPLX RCPT NEMA5-20R,ea,1.8940,8203,7847781543,LEV CR20-I,2026-08-25
Data & Comm,JACK W/PLT 630A 6P4C IV,ea,5.5430,313177,7847731222,LEV 40253-I,2026-08-25
Lighting,FAN/LIGHT CONTROL,ea,56.4030,1500844,7847764560,LEV 66DF-10W,2026-08-25
Devices,NYLON WALLPLATE,ea,4.6150,315585,7847749301,LEV 80700-I,2026-08-25
Devices,50A RECEPTACLE,ea,6.0830,1241192,7847790573,LEV 5206-S10,2026-08-25
Devices,WHT NYL 4G SWITCH PLT,ea,1.6930,124356,7847749384,LEV 80712-W,2026-08-25
Devices,WHT CATEGORY 6 CNCTR,ea,13.7680,202644,7847714459,LEV 61110-RW6,2026-08-25
Devices,RECEPT DUPLEX,ea,3.5880,320515,7847779178,LEV 223-I,2026-08-25
Lighting,WHT EMPTY HOUSING,ea,5.4820,52779,7847780059,LEV 41642-W,2026-08-25
Devices,SLIDE-ON FLUOR LAMPHLDR,ea,2.4640,52817,7847708480,LEV 13353-N,2026-08-25
Devices,N3-BK,ea,1.2470,321282,7847749367,LEV 80711-E,2026-08-25
Devices,WHT 6P WALLPLATE,ea,2.2630,204547,7847779479,LEV 41080-6WP,2026-08-25
Devices,VERT LMP SUPP CLIP,ea,2.9670,152927,7847715302,LEV 23452-V,2026-08-25
Devices,15A RECEPTACLE,ea,20.9660,1258600,7847770915,LEV GFWT1-GY,2026-08-25
Devices,30A 250V RECEPTACLE,ea,10.7630,1258900,7847769539,LEV 5372-S00,2026-08-25
Devices,30A RECEPTACLE,ea,6.0830,1260894,7847790575,LEV 5207-S10,2026-08-25
Devices,WHT OCUPANCY SENSOR,ea,200.4350,103730,7847718013,LEV OSC20-M0W,2026-08-25
Devices,ADPT F-TYPE NICKEL BLK,ea,2.9870,330901,7847782005,LEV 41084-FEF,2026-08-25
Devices,INSERT 2-PORT DECORA BK,ea,5.4820,330903,7847780061,LEV 41642-E,2026-08-25
Devices,3P 4W 50A RECEPTACLE,ea,12.9500,1540293,7847798234,LEV 55050-P00,2026-08-25
Devices,INSERT 2-PORT DECORA IV,ea,5.4820,333424,7847780057,LEV 41642-I,2026-08-25
Devices,WHT 3P WALLPLATE,ea,2.2490,104213,7847781091,LEV 41080-3WP,2026-08-25
Devices,3G WHT NYL WALLPLATE,ea,1.3390,174225,7847748868,LEV 80411-NW,2026-08-25
Lighting,RUBBER MED LAMPHOLDER,ea,2.2310,219063,7847711759,LEV 124-D,2026-08-25
Devices,WHT 4G WALL PLATE,ea,5.1740,221495,7847782753,LEV P326-W,2026-08-25
Boxes,14IN MEDIA ENCLOSURE,ea,62.4620,1557361,7847797768,LEV 49605-140,2026-08-25
Protection,20A 1-POLE TM BRKR,ea,14.3860,1563260,7847764462,LEV LB120-T,2026-08-25
Fittings,NMA L16-30R LKG CONN&CAP,ea,181.4040,227791,7847796879,LEV 29W76,2026-08-25
Devices,IVY 4P WALLPLATE,ea,2.2630,228478,7847782041,LEV 41080-4IP,2026-08-25
Devices,WHT 4P WALLPLATE,ea,2.1860,57920,7847782043,LEV 41080-4WP,2026-08-25
Data & Comm,WHT 6COND JACK,ea,3.8350,57922,7847783423,LEV 41106-RW6,2026-08-25
Devices,BLK ANG PLUG-N5-15P,ea,13.1350,129719,7847779530,LEV 5266-CA,2026-08-25
Devices,120-277V PWRPK W/RLY,ea,58.0040,230796,7847714430,LEV OSP20-RD0,2026-08-25
Devices,20A SGPTN DEVICE,ea,168.4990,1759365,7847727029,LEV LSPD2-T,2026-08-25
Devices,WHT NYL 2G SW/DUPLX PLT,ea,0.9090,232965,7847749354,LEV 80705-W,2026-08-25
Fittings,CONN F GOLD WH,ea,4.5110,1304932,7847794145,LEV 40831-FWG,2026-08-25
Devices,1G WHT NYL WALLPLATE,ea,0.4160,157562,7847708880,LEV 80401-NW,2026-08-25
Devices,2G WHT NYL WALLPLATE,ea,0.8470,157565,7847748850,LEV 80409-NW,2026-08-25
Devices,1P 20A CIRCUIT BKR,ea,88.4610,1579852,7847764485,LEV LB120-GFT,2026-08-25
Devices,1G SCRLESS WALL PLATE,ea,6.4690,237932,7847715973,LEV 80301-SE,2026-08-25
Devices,3P 3W 30A RECEPTACLE,ea,8.8240,1765899,7847798230,LEV 5054-P00,2026-08-25
Devices,SCRLS SNP-ON WL PLT,ea,6.0430,238605,7847715969,LEV 80301-SW,2026-08-25
Devices,WHT 4G WALL PLATE,ea,4.6190,238937,7847782748,LEV P38-W,2026-08-25
Devices,4WY 15A 277V AC SW,ea,10.7940,239363,7847732650,LEV 54504-2I,2026-08-25
Devices,2P 20A 125V RECEPTACLE,ea,20.0240,1086243,7847749730,LEV GFTR2-I,2026-08-25
Devices,PLSTC PULLCHN LMPHLDR,ea,7.4220,356496,7847710314,LEV 8827-CW2,2026-08-25
Devices,1P 15A CIRCUIT BKR,ea,11.4400,1591904,7847764461,LEV LB115-T,2026-08-25
Devices,2P 20A CIRCUIT BKR,ea,26.5670,1591905,7847764466,LEV LB220-T,2026-08-25
Devices,2P 30A CIRCUIT BKR,ea,21.1420,1591906,7847764468,LEV LB230-T,2026-08-25
Devices,2P 50A CIRCUIT BKR,ea,21.1420,1591908,7847764472,LEV LB250-T,2026-08-25
Devices,15A RECEPTACLE,ea,17.6900,1089865,7847748716,LEV GFTR1-T,2026-08-25
Devices,20A RECEPTACLE,ea,20.3290,1090023,7847749731,LEV GFTR2-GY,2026-08-25
Devices,WHT SGL RCPT-NEMA6-20R,ea,3.5690,62292,7847724987,LEV 5821-W,2026-08-25
Lighting,WHT 4PORT DECOR HSNG,ea,5.2950,133869,7847701380,LEV 41644-W,2026-08-25
Devices,SP 15A 277V AC P/L SW,ea,19.8630,367913,7847722352,LEV 1201-PLR,2026-08-25
Devices,WHT NEMA5-15R DPLX RCPT,ea,1.2500,367921,7847738161,LEV T5320-W,2026-08-25
Devices,WHT NEMA5-15R DPLX RCPT,ea,2.5000,367922,7847738162,LEV T5325-W,2026-08-25
Devices,IVY NEMA5-15R DPLX RCPT,ea,2.8890,367923,7847738176,LEV T5325-I,2026-08-25
Devices,WHT 15A-125V SGL RCPT,ea,6.7970,367924,7847738179,LEV T5015-W,2026-08-25
Devices,WHT 20A-125V SGL RCPT,ea,5.5190,367925,7847738180,LEV T5020-W,2026-08-25
Devices,WHT 15A WTR RST DLXRCPT,ea,11.2570,367928,7847738184,LEV TWR15-W,2026-08-25
Devices,IVY NEMA5-15R DPLX RCPT,ea,1.4990,367930,7847738191,LEV T5320-I,2026-08-25
Devices,2 PORT WHT FLUSH MNT,ea,2.8330,250901,7847783676,LEV 41087-2WP,2026-08-25
Devices,3G WHT NYL COMB PLATE,ea,3.2960,368648,7847798011,LEV 80731-W,2026-08-25
Devices,ANGLE PLUG 30A-250V 50A-250,ea,36.1700,1605316,7847764492,LEV 931-E,2026-08-25
Devices,RECEPTACLE/SWITCH,ea,36.8950,1100363,7847771476,LEV GFSW1-W,2026-08-25
Devices,BLK PLUG-N6-15P,ea,12.5960,370103,7847779557,LEV 5666-C,2026-08-25
Devices,NYL BLANK INSERT,ea,4.7890,370119,7847749300,LEV 80700,2026-08-25
Devices,NYL 1-DPLX OUTLET PLT,ea,0.4160,370120,7847720535,LEV 80703-E,2026-08-25
Devices,20A 125V HOSP RECP,ea,5.6360,370125,7847781890,LEV 8300-HI,2026-08-25
Devices,BRN NEMA5-15R DPLX RCPT,ea,1.4990,370152,7847738188,LEV T5320,2026-08-25
Devices,BLK NEMA5-15R DPLX RCPT,ea,2.8890,370154,7847738175,LEV T5325-E,2026-08-25
Devices,WALLPLATE,ea,2.1860,63073,7847783561,LEV 41080-2WP,2026-08-25
Devices,WHT F FEM-FEM MOD,ea,2.9870,63075,7847781998,LEV 41084-FWF,2026-08-25
Devices,NYL 2G BLANK PLT,ea,2.6640,370743,7847712150,LEV 80725-E,2026-08-25
Devices,15A-125V TAMPER RESC,ea,2.8890,371826,7847738159,LEV T5325,2026-08-25
Devices,20A 125V RECEPTACLE,ea,31.5650,1102430,7847772380,LEV GFTR2-HGI,2026-08-25
Devices,1P 20A CIRCUIT BKR,ea,104.5520,1609368,7847764483,LEV LB120-DFT,2026-08-25
Devices,1P 20A CIRCUIT BKR,ea,77.2060,1609369,7847764481,LEV LB120-AFT,2026-08-25
Devices,3P 3W 50A RECEPTACLE,ea,11.5010,1614446,7847798232,LEV 5050-P00,2026-08-25
Devices,CLOCKHOLDER,ea,15.8550,257257,7847731284,LEV 689-W,2026-08-25
Devices,WHT 3G SCRLESS WLPLT,ea,16.9380,257287,7847716031,LEV 80311-SW,2026-08-25
Devices,WH DECORA BLANK ADAPTER PLA,ea,3.9410,1616453,7847799398,LEV 80414-2W,2026-08-25
Devices,15A RECEPTACLE,ea,20.9660,1110403,7847770912,LEV GFWT1-I,2026-08-25
Devices,15A RECEPTACLE,ea,18.6610,1111599,7847748712,LEV GFTR1,2026-08-25
Devices,COVER/DOOR ASSEMBLY,ea,43.3610,1369406,7847782188,LEV LDC20,2026-08-25
Devices,COVER/DOOR ASSEMBLY,ea,138.7970,1369407,7847782189,LEV LDC42-W,2026-08-25
Protection,2P 100A CIRCUIT BREAKER,ea,70.7690,1369411,7847781455,LEV LB200,2026-08-25
Devices,EBONY 120V 15A 2P SW,ea,1.0220,137012,7847713558,LEV 1451-2E,2026-08-25
Devices,SP 2A 120V IV AC SW,ea,1.0220,137017,7847727311,LEV 1451-2T,2026-08-25
Devices,3WAY 15A 120V BRN AC SW,ea,1.8280,137020,7847717450,LEV 1453-2,2026-08-25
Devices,2P 15A RECEPTACLE,ea,35.8630,1117803,7847774450,LEV AGTR1-W,2026-08-25
Devices,20A RECEPTACLE,ea,23.3740,1122773,7847770916,LEV GFWT2-I,2026-08-25
Devices,15A RECEPTACLE,ea,18.7950,1125059,7847748713,LEV GFTR1-I,2026-08-25
Devices,20A RECEPTACLE/OUTLET,ea,70.1140,1812435,7847799611,LEV GUAC2-W,2026-08-25
Devices,15A RECEPTACLE,ea,18.7950,1127861,7847748714,LEV GFTR1-GY,2026-08-25
Devices,15A RECEPTACLE/OUTLET,ea,65.3290,1813435,7847799608,LEV GUAC1-W,2026-08-25
Devices,30A 125V RECEPTACLE,ea,16.5230,1386720,7847769529,LEV 7313-S00,2026-08-25
Devices,3P 4W 30A RECEPTACLE,ea,12.8270,1638512,7847798231,LEV 55054-P00,2026-08-25
Devices,1DUPLEX/1DECORA NYL WP,ea,2.8640,276399,7847797880,LEV 80746-I,2026-08-25
Devices,BLK NEMA5-15R DPLX,ea,1.4990,404202,7847738190,LEV T5320-E,2026-08-25
Motors & Controls,30A 3P MOTOR SW,ea,35.6870,404210,7847737415,LEV MS303-DS,2026-08-25
Devices,15A-125V WR/TR DUPLEX,ea,2.7660,404258,7847743358,LEV W5320TOW,2026-08-25
Devices,2G IV NYL WALLPLA,ea,0.8470,406816,7847748847,LEV 80409-NI,2026-08-25
Devices,3G WHT NYL BLANK P,ea,3.7410,406979,7847798004,LEV 80735-W,2026-08-25
Devices,2P 20A RECEPTACLE,ea,40.7120,1143399,7847774442,LEV AGTR2-W,2026-08-25
Devices,1BLNK/1DECORA NYL WP,ea,2.8640,285249,7847798010,LEV 80708-W,2026-08-25
Devices,COVER/DOOR ASSEMBLY,ea,60.7140,1654259,7847782187,LEV LDC30,2026-08-25
Devices,1P 30A CIRCUIT BKR,ea,11.4400,1654267,7847764464,LEV LB130-T,2026-08-25
Data & Comm,WHT 6-TERM FL MNT JACK,ea,3.2650,1153413,7847713171,LEV 40238-W,2026-08-25
Devices,50A LKG PLUG,ea,83.7030,1154378,7847780392,LEV CS81-65C,2026-08-25
Devices,DIMMER,ea,34.0610,1157130,7847772853,LEV DD00R-DLZ,2026-08-25
Motors & Controls,TIMER SWITCH,ea,37.7350,1157131,7847772851,LEV DD0SR-DLZ,2026-08-25
Devices,BLK BLANK WALLPLATE,ea,3.9410,293597,7847778998,LEV 80414-E,2026-08-25
Devices,20A 125V RECEPTACLE,ea,34.3010,1159625,7847771457,LEV GFRBF-W,2026-08-25
Devices,TG SL DIMMER 600W WH,ea,28.9780,1177748,7847777172,LEV TSL06-1LW,2026-08-25
Devices,COVER/DOOR ASSEMBLY,ea,78.0830,1441803,7847782186,LEV LDC42,2026-08-25
Devices,NYL 1-DPLX OUTLET PLT,ea,0.4160,118507,7847749324,LEV 80703-W,2026-08-25
Devices,WHT NYL 2G DUPLX PLT,ea,0.8470,118509,7847749404,LEV 80716-W,2026-08-25
Devices,WHT NYL 1-TOGGLE SW PLT,ea,0.4160,118510,7847708884,LEV 80701-W,2026-08-25
Devices,WHT NYL 2-TOGGLE SW PLT,ea,0.8470,118511,7847749364,LEV 80709-W,2026-08-25
Devices,WHT NYL 3G SWITCH PLT,ea,1.3390,118514,7847749374,LEV 80711-W,2026-08-25
Devices,SCREWLESS WALL PLATE,ea,12.9370,73930,7847715988,LEV 80309-SW,2026-08-25
Devices,WH LED MOTION SENS DOWNLIGH,ea,40.2040,1865708,7847787745,LEV 9866-B0W,2026-08-25
Devices,30/50A 125/250V PLUG,ea,32.8590,1695717,7847764496,LEV 275-E,2026-08-25
Devices,"ANGLE PLUG, 30A-125/250V",ea,21.1110,1695718,7847764493,LEV 287-E,2026-08-25
Devices,DEC FULL LED GUIDE LIGHT,ea,32.8180,459609,7847731372,LEV 6527-W,2026-08-25
Panels & Load Centers,225A LOADCENTER,ea,138.7970,1910009,7847799630,LEV LP322-LPD,2026-08-25
Devices,SP 20A 277V BRN SW,ea,2.9100,146859,7847781572,LEV CS120-2,2026-08-25
Devices,DECORA COMBO SW,ea,18.0850,146866,7847727518,LEV 5634-T,2026-08-25
Devices,BRN DPLX RCPT NEMA5-20R,ea,1.8940,146883,7847781542,LEV CR20,2026-08-25
Devices,WHT DPLX RCPT NEMA5-20R,ea,1.8830,146884,7847781545,LEV CR20-W,2026-08-25
Devices,QUICKPORT INSERT,ea,2.7560,1202659,7847774933,LEV 41084-BW,2026-08-25
Devices,SP BRN 15A SWITCH,ea,2.3680,147106,7847751700,LEV 5601-2,2026-08-25
Devices,ROCKER SWITCH,ea,2.3420,147117,7847727497,LEV 5601-2T,2026-08-25
Devices,3WAY BRN 15A SWITCH,ea,3.6070,147119,7847751720,LEV 5603-2,2026-08-25
Devices,3WAY GRY 15A SWITCH,ea,3.6070,147120,7847724462,LEV 5603-2GY,2026-08-25
Devices,3W ROCKER SW,ea,3.3780,147121,7847727499,LEV 5603-2T,2026-08-25
Devices,1G BRN DPLX RCPT PLATE,ea,0.4010,147423,7847715129,LEV 85003,2026-08-25
Devices,1G LT ALM WALL PLATE,ea,0.4010,147435,7847727653,LEV 78014,2026-08-25
Devices,1G P26 LT ALM WALLPLATE,ea,0.4010,147441,7847727655,LEV 80401-T,2026-08-25
Devices,2G GRY WALLPLATE,ea,0.8150,147449,7847748845,LEV 80409-GY,2026-08-25
Devices,2G ALM WALL PLATE,ea,0.8150,147450,7847727652,LEV 80409-T,2026-08-25
Devices,50A 250V RECEPTACLE,ea,9.0380,1208217,7847769530,LEV 279-S00,2026-08-25
Devices,30A 250V RECEPTACLE,ea,9.0380,1208221,7847769531,LEV 278-S00,2026-08-25
Devices,WALLPLATE,ea,2.2630,76519,7847783555,LEV 41080-1WP,2026-08-25
Devices,NYL 3G SWITCH PLT IVY,ea,1.3390,304396,7847749370,LEV 80711I,2026-08-25
Devices,INFR OCCPNCY SNSOR,ea,57.8890,76932,7847701018,LEV ODS10-IDW,2026-08-25
Lighting,WHT 3PORT DECOR HSNG,ea,5.4820,147990,7847701374,LEV 41643-W,2026-08-25
Devices,NYL 2G DUPLX PLT,ea,0.8470,147993,7847749400,LEV 80716-I,2026-08-25
Devices,NYL 4G SWITCH PLT,ea,1.6930,147995,7847749380,LEV 80712-I,2026-08-25
Devices,3WY 15A 120V SW,ea,1.8930,148130,7847727312,LEV 1453-2T,2026-08-25
Devices,4G COMB WALL PLATE,ea,5.1740,148156,7847727841,LEV P326-T,2026-08-25
Fittings,FLMT 1 F-CONN WLPLT,ea,2.2940,148170,7847728635,LEV 80781-T,2026-08-25
Fittings,LKG CONN L6-30R,ea,32.4430,148185,7847781113,LEV C2623,2026-08-25
Devices,NYL 1G BLANK PLT,ea,0.4620,148351,7847749387,LEV 80714-E,2026-08-25
Devices,NYL 2G DUPLX PLT,ea,0.8470,148356,7847749397,LEV 80716-E,2026-08-25
Devices,P226 LT ALM WL PLT,ea,3.0640,148365,7847727770,LEV 80421-T,2026-08-25
Devices,IV DPLX RCPT-NEMA5-15R,ea,1.0770,148407,7847715127,LEV 5320-ICP,2026-08-25
Devices,BLK LKG PLUG-NM L6-15P,ea,12.4410,148437,7847779567,LEV 4570-C,2026-08-25
Devices,PORC KEYLESS RECEPT,ea,3.9120,148441,7847718287,LEV 49875-2,2026-08-25
Devices,COMB-2SP 15A 277V AC SWS,ea,11.1180,148605,7847722643,LEV 5224-2,2026-08-25
Devices,COMB-2SP 15A277V AC SW,ea,11.1180,148606,7847722645,LEV 5224-2I,2026-08-25
Devices,COMB-2SP 15A277V AC SWS,ea,11.1180,148607,7847722648,LEV 5224-2W,2026-08-25
Devices,4WAY IV 15A SWITCH,ea,10.6920,148641,7847788266,LEV 5604-2I,2026-08-25
Devices,4W DECORA SW,ea,10.6920,148642,7847727500,LEV 5604-2T,2026-08-25
Devices,WHT 4COND DECORA JACK,ea,3.7730,148704,7847722945,LEV 40649-W,2026-08-25
Devices,LKG PLUG L14-30P,ea,17.9540,148726,7847780835,LEV 2711,2026-08-25
Devices,TV TELEPHONE WALL PLATE,ea,4.7580,148731,7847729400,LEV 40259-T,2026-08-25
Data & Comm,4-TERM FL MOUNT JACK,ea,2.8030,148738,7847728498,LEV 40249-T,2026-08-25
Devices,LKG FLUSH RCPT,ea,15.6140,148743,7847780947,LEV 2610,2026-08-25
Devices,4WAY 15A 277V BRN AC SW,ea,10.7940,148767,7847732665,LEV 54504-2,2026-08-25
Devices,NYL BLANK INSERT,ea,4.6150,148781,7847749304,LEV 80700-W,2026-08-25
Devices,50A 250V RECEPTACLE,ea,19.9400,1221196,7847769540,LEV 5374-S00,2026-08-25
Devices,2P 3WR 20A RCP,ea,19.0790,4549,7847798130,LEV W5361-W,2026-08-25
Devices,3WAY 15A 277V WHT SW,ea,4.1410,7888,7847781563,LEV CS315-2W,2026-08-25
Lighting,LAMP SOCKET MR16,ea,5.8820,8896,7847783352,LEV 80054,2026-08-25
Devices,LIGHT CONTROL SWITCH,ea,32.9550,10482,7847721407,LEV DAWSC-1BW,2026-08-25
Devices,2P 60A CIRCUIT BKR,ea,21.1420,11874,7847764473,LEV LB260-T,2026-08-25
Protection,2P 150A CIRCUIT BREAKER,ea,123.6910,11875,7847722564,LEV LM150-T,2026-08-25
Devices,2P 40A CIRCUIT BKR,ea,21.1420,11878,7847764470,LEV LB240-T,2026-08-25
Devices,2P 3WR 15A RCP,ea,17.8770,13163,7847798107,LEV W5261-W,2026-08-25
Devices,15A 125V RECEPTACLE,ea,1.6100,13329,7847790218,LEV T5320-GY,2026-08-25
Devices,1G IV MIDSZ GFI PLATE,ea,0.4930,24315,7847715360,LEV PJ26-I,2026-08-25
Devices,2G BLK NYL COMB PLATE,ea,1.3390,24322,7847798144,LEV 80707-E,2026-08-25
Devices,2G BRN NYL COMB PLATE,ea,1.3390,24325,7847797994,LEV 80707,2026-08-25
Devices,2G BRN NYL COMB PLATE,ea,2.8640,24332,7847797995,LEV 80746,2026-08-25
Devices,3G WHT NYL COMB PLATE,ea,4.4040,24333,7847798013,LEV 80747-W,2026-08-25
Data & Comm,WHT 4-TERM FL MNT JACK,ea,5.5430,24372,7847711660,LEV 40253-W,2026-08-25
Devices,WHT 4-TERM DUPLEX JACK,ea,5.0810,24380,7847731218,LEV 40244-W,2026-08-25
Data & Comm,BLK 6COND JACK,ea,3.8350,24545,7847783425,LEV 41106-RE6,2026-08-25
Devices,SPLICE COUPLER,ea,0.6780,24546,7847784730,LEV 40986,2026-08-25
Devices,3G IV NYL WALLPLATE,ea,1.3390,24618,7847748867,LEV 80411-NI,2026-08-25
