Book,Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date
Retail,Fittings,4X3 IN PVC COND REDUCING BU,ea,33.0491,152839,98006006233,PVCFIT 400300P,2026-08-25
Retail,Fittings,1-1/2 PVC COND FEMALE ADAPT,ea,1.1286,152840,98006006245,PVCFIT 112P FA,2026-08-25
Retail,Fittings,3 IN PVC COND FEMALE ADAPTE,ea,4.2563,152842,98006006248,PVCFIT 300P FA,2026-08-25
Retail,Fittings,5 IN PVC COND FEMALE ADAPTE,ea,14.1943,152843,98006006252,PVCFIT 500P FA,2026-08-25
Retail,Fittings,6 IN PVC COND FEMALE ADAPTE,ea,23.3651,152844,98006006254,PVCFIT 600P FA,2026-08-25
Retail,Boxes,3/4 PVC BOX ADAPTER,ea,2.1535,152845,98006006262,PVCFIT 034P BA,2026-08-25
Retail,Boxes,2 IN PVC BOX ADAPTER,ea,2.6479,152846,98006006266,PVCFIT 200P BA,2026-08-25
Retail,Boxes,2-1/2 PVC BOX ADAPTER,ea,7.7626,152847,98006006267,PVCFIT 212P BA,2026-08-25
Retail,Boxes,3 IN PVC BOX ADAPTER,ea,13.3617,152849,98006006268,PVCFIT 300P BA,2026-08-25
Retail,Boxes,4 IN PVC BOX ADAPTER,ea,12.7880,152850,98006006270,PVCFIT 400P BA,2026-08-25
Retail,Fittings,1/2IN PVC EXPANSION CPLG SH,ea,29.4715,152851,98006006271,PVCFIT 012P EC,2026-08-25
Retail,Fittings,3/4IN PVC EXPANSION CPLG SH,ea,29.7226,152852,98006006272,PVCFIT 034P EC,2026-08-25
Retail,Fittings,1-1/4 PVC EXPANSION CPLG SH,ea,50.4680,152853,98006006274,PVCFIT 114P EC,2026-08-25
Retail,Fittings,1/2 90DEG SCH80 PVC COND EL,ea,3.8525,152854,98006006321,PVCFIT 012P80 9,2026-08-25
Retail,Fittings,1 IN 90DEG SCH80 PVC COND E,ea,6.2048,152855,98006006323,PVCFIT 100P80 9,2026-08-25
Retail,Fittings,2 IN 90DEG SCH80 PVC COND E,ea,17.0801,152856,98006006326,PVCFIT 200P80 9,2026-08-25
Retail,Fittings,2-1/2 90DEG SCH80 PVC COND,ea,40.0502,152857,98006006327,PVCFIT 212P80 9,2026-08-25
Retail,Fittings,1 IN PVC TYPE C CONDUIT BOD,ea,8.9713,152859,98006006503,PVCFIT 100P C,2026-08-25
Retail,Fittings,1-1/2 PVC TYPE LB CONDUIT B,ea,12.0271,152860,98006006545,PVCFIT 112P LB,2026-08-25
Retail,Fittings,2-1/2 PVC TYPE LB CONDUIT B,ea,77.2873,152861,98006006547,PVCFIT 212P LB,2026-08-25
Retail,Fittings,1/2 PVC TYPE LR CONDUIT BOD,ea,5.4918,152863,98006006581,PVCFIT 012P LR,2026-08-25
Retail,Fittings,1/2 PVC TYPE T CONDUIT BODY,ea,6.0063,152864,98006006601,PVCFIT 012P T,2026-08-25
Retail,Fittings,1-1/4 PVC TYPE T CONDUIT BO,ea,12.4899,152865,98006006604,PVCFIT 114P T,2026-08-25
Retail,Fittings,2 IN PVC TYPE T CONDUIT BOD,ea,23.3647,152866,98006006606,PVCFIT 200P T,2026-08-25
Retail,Fittings,PVC 1 IN SERVICE ENTRANCE,ea,10.1882,152867,98006006610,PVCFIT 100P WH,2026-08-25
Retail,Fittings,3 IN PVC SERVICE WEATHERHEA,ea,135.6239,152868,98006006615,PVCFIT 300P WH,2026-08-25
Retail,Boxes,5X5X2 PVC JUNCTION BOX W/CO,ea,38.5972,152869,98006006685,PVCFIT JB552,2026-08-25
Retail,Boxes,6X6X6 PVC JUNCTION BOX W/CO,ea,40.9553,152871,98006006688,PVCFIT JB666,2026-08-25
Retail,Boxes,8X8X7 PVC JUNCTION BOX W/CO,ea,99.0455,152872,98006006692,PVCFIT JB887,2026-08-25
Retail,Boxes,12X12X4 PVC JUNCTION BOX W/,ea,124.2693,152873,98006006698,PVCFIT JB12124,2026-08-25
Retail,Fittings,2 IN 90DEG 24RAD SCH40 PVC,ea,49.6947,152874,98006006716,PVCFIT 200P40 9,2026-08-25
Retail,Fittings,3 IN 90DEG 24RAD SCH40 PVC,ea,46.5563,152876,98006006726,PVCFIT 300P40 9,2026-08-25
Retail,Fittings,3 IN 90DEG 36RAD SCH40 PVC,ea,59.0150,152877,98006006728,PVCFIT 300P40 9,2026-08-25
Retail,Fittings,4 IN 90DEG 24RAD SCH40 PVC,ea,69.8452,152879,98006006736,PVCFIT 400P40 9,2026-08-25
Retail,Fittings,4 IN 90DEG 36RAD SCH40 PVC,ea,78.9884,152880,98006006738,PVCFIT 400P40 9,2026-08-25
Retail,Fittings,5 IN 90DEG 36RAD SCH40 PVC,ea,123.9359,152881,98006006743,PVCFIT 500P40 9,2026-08-25
Retail,Fittings,2 IN 90DEG 36RAD SCH80 PVC,ea,103.3843,152887,98006006856,PVCFIT 200P80 9,2026-08-25
Retail,Fittings,4 IN 90DEG 36RAD SCH80 PVC,ea,139.7981,152889,98006006874,PVCFIT 400P80 9,2026-08-25
Retail,Fittings,1/2 2-HOLE PVC COND STRAP,ea,0.3555,152890,98006006941,PVCFIT 012P PS,2026-08-25
Retail,Fittings,1-1/4 2-HOLE PVC COND STRAP,ea,0.5609,152891,98006006944,PVCFIT 114P PS,2026-08-25
Retail,Fittings,CEMENT CLEAR PINT,ea,15.2803,152892,98006006976,PVCFIT CEMENT C,2026-08-25
Retail,Fittings,2 IN PVC COND CAP,ea,6.5586,152900,98006006167,PVCFIT 200P CA,2026-08-25
Retail,Fittings,2-1/2 PVC COND CAP,ea,20.7976,152901,98006006168,PVCFIT 212P CA,2026-08-25
Retail,Fittings,3 IN PVC COND CAP,ea,19.3024,152902,98006006170,PVCFIT 300P CA,2026-08-25
Retail,Fittings,4 IN PVC COND CAP,ea,25.0981,152904,98006006172,PVCFIT 400P CA,2026-08-25
Retail,Fittings,5 IN PVC COND CAP,ea,44.5650,152906,98006006174,PVCFIT 500P CA,2026-08-25
Retail,Fittings,1-1/2 PVC TYPE T CONDUIT BO,ea,16.4497,157009,98006006605,PVCFIT 112P T,2026-08-25
Retail,Fittings,1/2 PVC COND FEMALE ADAPTER,ea,0.3717,122473,98006006241,PVCFIT 012P FA,2026-08-25
Retail,Fittings,COVER 2-TOGGLE EXT LEVER ST,ea,29.0826,159539,980060S0151,PVCFIT FS WP TO,2026-08-25
Retail,Fittings,2-1/2 SLIP METER RISER W/ A,ea,64.6636,160943,SON00269258,PVCFIT 212P SMR,2026-08-25
Retail,Fittings,2IN 11-1/4DEG SCH40 PVC ELB,ea,10.8508,226655,SON00295880,PVCFIT 200P40 1,2026-08-25
Retail,Misc,1-1/2 PVC SCHED40 20FT PIPE,ea,1.1311,3704,98006006025,PVC. 112P40-20F,2026-08-25
Retail,Misc,"1/2"" SCH80 PVC PIPE",ea,0.5844,22987,98006006301,PVC 012P80 1/2I,2026-08-25
Retail,Misc,1/2IN SCH40 PVC PIPE,ea,0.3794,8152,98006006001,PVC 012P 1/2IN,2026-08-25
Retail,Misc,2-1/2-PVC-SCHED-40-20FT,ea,2.2112,59488,98006006027,PVC. 212P40-20F,2026-08-25
Retail,Conduit & Raceway,5IN PVC SCH40 CONDUIT 20FT,ea,4.9646,239525,98006006032,PVC. 500P40-20F,2026-08-25
Retail,Misc,3/4IN SCH80 PVC PIPE,ea,0.7980,13128,98006006302,PVC 034P80 3/4I,2026-08-25
Retail,Misc,1IN PVC SCHED80 CONDUIT,ea,1.0924,18736,98006006303,PVC 100P80 1IN,2026-08-25
Retail,Misc,1-1/2IN SCH80 PVCPIPE,ea,1.7125,2021,98006006305,PVC 112P80 1-1/,2026-08-25
Retail,Misc,"1-1/4""SCH80 PVCPIPE",ea,1.4410,24035,98006006304,PVC 114P80 1-1/,2026-08-25
Retail,Misc,"1-1/4"" SCH40 PVC PIPE",ea,0.9757,10424,98006006004,PVC 114P 1-1/4I,2026-08-25
Retail,Misc,2IN PVC SCHED80 CONDUIT,ea,2.2176,15056,98006006306,PVC 200P80 2IN,2026-08-25
Retail,Conduit & Raceway,2IN SCH40 PVC CONDUIT 20FT,ea,1.3321,8891,98006006026,PVC. 200P40-20F,2026-08-25
Retail,Misc,10FT LENGTH,ea,2.2112,26391,98006006007,PVC 212P 2-1/2I,2026-08-25
Retail,Misc,3-PVC-SCHED-40-20FT,ea,2.6865,5423,98006006028,PVC. 300P40-20F,2026-08-25
Retail,Misc,"3-1/2"" SCH40 PVC PIPE",ea,3.4275,22202,98006006009,PVC 312P 3-1/2I,2026-08-25
Retail,Conduit & Raceway,4 IN SCH80 PVC CONDUIT 20FT,ea,5.7349,11676,98006006350,PVC. 400P80-20F,2026-08-25
Retail,Conduit & Raceway,4 IN SCH40 PVC CONDUIT 20FT,ea,3.4789,24719,98006006030,PVC. 400P40-20F,2026-08-25
Retail,Misc,4IN SCH40 PVC PIPE,ea,3.6852,2553,98006006010,PVC 400P 4IN SC,2026-08-25
Retail,Misc,6IN SCH80 PVC PIPE,ea,12.5509,7887,98006006313,PVC 600P80 6IN,2026-08-25
Retail,Misc,1-1/4 PVC SCHED40 20FT PIPE,ea,0.9757,21895,98006006024,PVC. 114P40-20F,2026-08-25
Retail,Misc,1-PVC-SCHED-40-20FT,ea,0.6636,10796,98006006023,PVC. 100P40-20F,2026-08-25
Retail,Misc,4IN EB20 TC6 UTIL DUCT 20FT,ea,2.9832,210215,98006004810,PVC 400EB20,2026-08-25
Retail,Misc,4IN DB TC6 UTILITY DUCT 20F,ea,2.3714,158405,98006004830,PVC 4-IN-DB60,2026-08-25
Retail,Misc,5IN EB20 TC6 UTIL DUCT 20FT,ea,4.0894,92552,98006004812,PVC 500EB20,2026-08-25
Retail,Misc,2-1/2-PVC-SCHED-80-20FT,ea,3.2914,291842,98006006347,PVC. 212P80-20F,2026-08-25
Retail,Misc,SMART TOOL FOR 3/8 SMART DI,ea,88.5887,678729,7535286637,PWF 00427SD-PWR,2026-08-25
Retail,Misc,SMART BIT FOR 3/8IN SMART D,ea,34.5538,678731,7535286048,PWF 00397SD-PWR,2026-08-25
Retail,Misc,CH PAN WALL DOG KIT,ea,68.6175,100727,7535202332,PWF 02332-PWR,2026-08-25
Retail,Boxes,HD ELECTRIC COVER,ea,330.0326,49982,66203710994,QZT PG1730HA001,2026-08-25
Retail,Boxes,STACKABLE COVER,ea,222.6342,308744,66203713489,QZT PG1324HH001,2026-08-25
Retail,Boxes,CVR BD HD 24X36X3/HW-COMMUN,ea,618.4474,861400,66203711080,QZT PG2436HA001,2026-08-25
Retail,Boxes,CVR BD 24X36X3/HW-COMMUNICA,ea,496.4890,861402,66203711065,QZT PG2436CA001,2026-08-25
Retail,Boxes,HVY DTY COVER,ea,153.7997,58855,66203711655,QZT PG1118HA001,2026-08-25
Retail,Boxes,COVER W/ELECTRIC LOGO,ea,416.9421,241471,66203711036,QZT* PG2424CA00,2026-08-25
Retail,Boxes,COVER W/ELECTRIC LOGO AND B,ea,749.2019,112407,66203713443,QZT* PG3636CA00,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 6IN",ea,161.6026,11441,66203711775,QZT PC0608BA06,2026-08-25
Retail,Boxes,ELECTRIC COVER,ea,519.8272,294481,66203714401,QZT PG1730HH001,2026-08-25
Retail,Boxes,COVER W/2BOLTS COMMUNICATIO,ea,102.8429,148276,66203710731,QZT* PC1212CA00,2026-08-25
Retail,Boxes,BOX W/OPEN BOTTOM 12IN,ea,242.8723,32386,66203710020,QZT PC1118BA12,2026-08-25
Retail,Conductor,COMM BX CVR,ea,163.9003,28022,66203710649,QZT PC1118CA001,2026-08-25
Retail,Boxes,11X18 COVER READS: ELECTRIC,ea,132.0397,19294,66203710075,QZT PC1118CA001,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 12IN",ea,179.6211,4437,66203710010,QZT PC1212BA12,2026-08-25
Retail,Boxes,12X12 COVER READS: ELECTRIC,ea,91.9757,29221,66203710082,QZT PC1212CA001,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 12IN",ea,241.4976,1668,66203711632,QZT PG1118BA12,2026-08-25
Retail,Boxes,11X18 COVER ELECTRIC LOGO,ea,165.7216,9049,66203711638,QZT PG1118CA001,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 12IN",ea,336.4186,24107,66203710038,QZT PG1324BA12,2026-08-25
Retail,Boxes,13X24 COVER W/BOLTS & ELECT,ea,207.2115,22989,66203718664,QZT PG1324CA001,2026-08-25
Retail,Boxes,13X24 COVER READS: ELECTRIC,ea,223.3626,24016,66203710936,QZT PG1324HA001,2026-08-25
Retail,Boxes,BOX W/OPEN BOTTOM 18IN,ea,433.7728,1440,66203710044,QZT PG1730BA18,2026-08-25
Retail,Boxes,17X30 COVER READS: ELECTRIC,ea,310.7226,18075,66203710111,QZT PG1730CA001,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 18IN",ea,703.3216,23495,66203710049,QZT PG2436BA18,2026-08-25
Retail,Boxes,BOX W/OPEN BOTTOM 24IN,ea,712.3046,20645,66203710050,QZT PG2436BA24,2026-08-25
Retail,Boxes,24X36 COVER READS: ELECTRIC,ea,496.4890,22347,66203710113,QZT PG2436CA001,2026-08-25
Retail,Boxes,24X36 COVER READS: ELECTRIC,ea,578.2579,10867,66203711082,QZT PG2436HA001,2026-08-25
Retail,Boxes,BOX W/OPEN BOTTOM 48IN,ea,2696.7181,52497,66203711790,QZT PG4848BA48,2026-08-25
Retail,Boxes,48X48 TIER 22 COVER READS:,ea,5325.3030,1520603,66203713497,QZT PG4848HH001,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 36IN",ea,5152.4710,55289,66203711751,QZT PG3672BA36,2026-08-25
Retail,Boxes,COMMUNICATIONS CVR,ea,310.7226,130480,66203710977,QZT PG1730CA001,2026-08-25
Retail,Boxes,BOX W/OPEN BOTTOM 24IN,ea,719.8310,62073,66203712998,QZT PG2424BA24,2026-08-25
Retail,Boxes,ENCLOSURE COVER EXTRA HEAVY,ea,153.7997,1368384,66203713141,QZT PG1118HH001,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 18IN",ea,298.2733,66675,66203712841,QZT PG1118BA18,2026-08-25
Retail,Boxes,CVR BD HD 12 X 12 X.75 HW E,ea,106.8019,69080,66203710754,QZT PC1212HA001,2026-08-25
Retail,Boxes,48X48 COVER W/ELECTRIC LOGO,ea,2174.2298,1928356,66203712555,QZT PG4848HA001,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 18IN",ea,342.7866,74321,66203710039,QZT PG1324BA18,2026-08-25
Retail,Boxes,BOX W/OPEN BOTTOM 18IN,ea,273.9661,98904,66203710021,QZT PC1118BA18,2026-08-25
Retail,Boxes,ENCLOSURE CVR,ea,575.4752,1217187,66203718861,QZT PG2424HH001,2026-08-25
Retail,Boxes,"BOX, W/OPEN BOTTOM 36IN",ea,1217.4298,48647,66203712869,QZT PG3636BA36,2026-08-25
Retail,Boxes,BOX/COVER ASY,ea,133.4592,46391,66203719907,QZT PE14HDH005P,2026-08-25
Retail,Boxes,BOX/COVER ASY,ea,75.2563,46392,66203721278,QZT PE9AHDH005P,2026-08-25
Retail,Boxes,ASSY GREEN PE6A W/HHB-ELECT,ea,53.3248,46393,66203721400,QZT PE6AHDH005P,2026-08-25
Retail,Boxes,12X20X15 HANDHOLE O.D. 22.6,ea,230.3360,57015,66203719922,QZT PE20HDH005P,2026-08-25
Retail,Boxes,TRANS BOX PAD 37X43X32 W/22,ea,1456.7258,57067,66203711285,QZT BB374332222,2026-08-25
Retail,Lighting,13W WHITE FLOOD,ea,95.4977,1224385,1981349727,RAB LES13NW,2026-08-25
Retail,Lighting,STEALTH 110 SENSOR LED 300W,ea,165.1320,1226386,1981349893,RAB STL110-LED,2026-08-25
Retail,Devices,LED MOTION SENSOR,ea,159.0160,1243952,1981349894,RAB STL110W-LED,2026-08-25
Retail,Lighting,13W LED VP WALL BRKT FROSTE,ea,348.1691,648541,1981302835,RAB VXBRLED13DG,2026-08-25
Retail,Lighting,FUTURE FLOOD LED 18W COOL B,ea,346.6490,690530,1981317604,RAB FFLED18,2026-08-25
Retail,Lighting,FUTURE FLOOD LED 18W COOL 1,ea,320.8518,692186,1981317605,RAB FFLED18W,2026-08-25
Retail,Lighting,BRACKET,ea,97.4120,74232,1981317845,RAB BTW12,2026-08-25
Retail,Lighting,STEALTH 200 SENSOR LED 300W,ea,171.1004,1208548,1981349895,RAB STL200-LED,2026-08-25
Retail,Devices,WHITE MOTION SENSOR FOR LED,ea,164.7633,1215119,1981349896,RAB STL200W-LED,2026-08-25
Retail,Lighting,WHITE SENSOR,ea,91.9188,24756,1981375004,RAB GT500W,2026-08-25
Retail,Lighting,LIGHT SENSOR,ea,92.8557,5061,1981375000,RAB GT500,2026-08-25
Retail,Lighting,BRZ BELL SHAPED FLOOD,ea,45.3695,6389,1981310150,RAB H101A,2026-08-25
Retail,Lighting,WHT BELL SHAPED FLOOD,ea,42.4967,854,1981310153,RAB H101W,2026-08-25
Retail,Lighting,3-TIER LAWN LITE,ea,60.3963,14890,1981319221,RAB LL322B,2026-08-25
Retail,Lighting,3 TIER GRN MTL LWN LITE,ea,57.2184,19732,1981319230,RAB LL322VG,2026-08-25
Retail,Lighting,RT ANG WL MNT BRACKET,ea,159.1623,33076,1981317862,RAB MAB,2026-08-25
Retail,Lighting,BLK MIGHTY POST,ea,48.8619,31103,1981310050,RAB MP19B,2026-08-25
Retail,Lighting,BRZ MINI SNSR ON/OFF RLY,ea,111.8813,21566,1981376050,RAB SMS500,2026-08-25
Retail,Lighting,STEALTH SENSOR WHT,ea,139.8640,4085,1981360180,RAB STL110W,2026-08-25
Retail,Lighting,STEALTH SENSOR,ea,138.8084,15045,1981360170,RAB STL110,2026-08-25
Retail,Lighting,STEALTH SENSOR WHT,ea,145.2074,16556,1981360200,RAB STL200W,2026-08-25
Retail,Lighting,STEALTH SENSR 200 DEG,ea,145.2074,25200,1981360190,RAB STL200,2026-08-25
Retail,Lighting,WHT 360D SENSOR,ea,181.1876,13949,1981376121,RAB STL360W,2026-08-25
Retail,Lighting,BRZ 360D SENSOR,ea,179.8200,2981,1981376120,RAB STL360,2026-08-25
Retail,Lighting,BOX MNT FIXT W/GLB&GRD,ea,69.5696,18180,1981331114,RAB VX100DG,2026-08-25
Retail,Lighting,BOX MNT FIXT W/GLB&GD,ea,98.8605,4347,1981332114,RAB VXBR100DG,2026-08-25
Retail,Lighting,LINEAR H.BAY 260-220-160W 1,ea,277.1820,1881970,19255202544,RAB RBAY17M,2026-08-25
Retail,Lighting,YARDBLASTER 60/50/40W 5K/4K,ea,192.9852,1882855,19255200338,RAB YBLED,2026-08-25
Retail,Lighting,X17 FA 15W LED 3K/4K/5K KNU,ea,83.1344,1711596,19255200388,RAB X17FA15,2026-08-25
Retail,Lighting,WEATHERPROOF UNIVERSAL COVE,ea,16.5132,188607,1981393447,RAB CU4B,2026-08-25
Retail,Lighting,LED WALL PACK 80/100/120W A,ea,384.4895,1723326,19255200466,RAB WP3XFU120,2026-08-25
Retail,Lighting,WALLPK WP1 ADJ 29W-20W-15W,ea,169.6775,1724875,19255200462,RAB WP1XFU29,2026-08-25
Retail,Lighting,12-IN STEM,ea,23.8747,101807,1981399704,RAB ST12B,2026-08-25
Retail,Lighting,WEATHERPROOF COVER ROUND,ea,8.2026,151528,1981393435,RAB C103A,2026-08-25
Retail,Lighting,20W LED MINI WALL PACK 30/4,ea,83.5610,1728572,19255200436,RAB BRISK17FA20,2026-08-25
Retail,Lighting,15W ADJ ANGLE LED WALL PACK,ea,117.3838,1728631,19255200442,RAB SLIM17FA15A,2026-08-25
Retail,Lighting,30W ADJ ANGLE LED WALL PACK,ea,139.2674,1728632,19255200443,RAB SLIM17FA30A,2026-08-25
Retail,Lighting,9W LT FX,ea,81.0662,1728989,1981383581,RAB KNOOKFA16W,2026-08-25
Retail,Lighting,WALLPK WP1 29W 4200L 120-27,ea,149.2155,1729576,19255200455,RAB WP1FA29,2026-08-25
Retail,Lighting,WEATHERPROOF ROUND BOX 1/2',ea,15.3198,125939,1981390456,RAB VXCW,2026-08-25
Retail,Lighting,WHITE UNIV MOUNT PLATE,ea,16.5132,210684,1981393449,RAB CU4W,2026-08-25
Retail,Lighting,T8 12W 1650 LUMENS 4FT GLAS,ea,17.1909,1893740,19255202458,RAB T8-12-48G-8,2026-08-25
Retail,Lighting,COVER W/ 09532731124,ea,8.2026,82793,1981393437,RAB C103W,2026-08-25
Retail,Conductor,150W USE 095327/31000,ea,10.9411,82994,1981310237,RAB R90W,2026-08-25
Retail,Lighting,STRIP 4FT 40/30/20W 5/4/3K,ea,107.4344,1915019,19255202641,RAB SR4/PIR,2026-08-25
Retail,Lighting,WEATHERPROOF SINGLE OUTLET,ea,11.5398,222616,1981390540,RAB B3B,2026-08-25
Retail,Lighting,4-IN RND BOX NO COVER,ea,15.3198,84770,1981390455,RAB VXCA,2026-08-25
Retail,Lighting,WALLPK WP3 ADJ 150W-130W-10,ea,383.9805,1754276,19255201173,RAB WP3XFU150,2026-08-25
Retail,Lighting,4-IN RND BOX 1/2IN BLACK NO,ea,15.3198,85234,1981390458,RAB VXCB,2026-08-25
Retail,Lighting,17-IN BLACK POST,ea,46.3563,59058,1981310060,RAB MP17B,2026-08-25
Retail,Lighting,LED WALL PACK 40/60/80W ADJ,ea,255.6806,1764762,19255201171,RAB WP2XFU80,2026-08-25
Retail,Lighting,LESLIE BULLET FLOOD 2X13W L,ea,210.8903,1309470,1981359607,RAB LES2X13N,2026-08-25
Retail,Lighting,120V OC CEIL SENSOR,ea,120.7913,60478,1981374260,RAB LOS2500/120,2026-08-25
Retail,Lighting,LESLIE BULLET FLOOD 2X13W L,ea,210.8903,1319204,1981359610,RAB LES2X13NW,2026-08-25
Retail,Fasteners,LESLIE SMS BULLET FLOOD 2X1,ea,239.4813,1319205,1981359634,RAB SMSLES2X13N,2026-08-25
Retail,Lighting,BRACKET BULLHORN TWO LIGHT,ea,280.5246,189878,1981317860,RAB BULL2,2026-08-25
Retail,Lighting,CAP FOR MIGHTY PST,ea,23.8747,88083,1981310037,RAB MCAP3B,2026-08-25
Retail,Lighting,MOUNTING PLATE WITH NAILER,ea,16.4160,1778063,19255200067,RAB DLPLATE/WFR,2026-08-25
Retail,Lighting,WEATHERPROOF COVER HEAVY DU,ea,11.5398,177905,1981393462,RAB XC1A,2026-08-25
Retail,Fasteners,LESLIE SMS BULLET FLOOD 2X1,ea,239.4813,1336173,1981359631,RAB SMSLES2X13N,2026-08-25
Retail,Lighting,12IN GRN LAWN LIGHT STEM,ea,23.8747,64507,1981399708,RAB ST12VG,2026-08-25
Retail,Lighting,ROUND HIGHBAY 240W/200W/160,ea,288.4829,1804755,19255202203,RAB H17XL,2026-08-25
Retail,Lighting,ROUND HIGHBAY 150W/125W/100,ea,222.8283,1804756,19255202202,RAB H17,2026-08-25
Retail,Lighting,FIELD ADJUSTABLE FLAT 2X2 F,ea,75.7809,1809084,19255201575,RAB T34FA-2X2,2026-08-25
Retail,Lighting,FIELD ADJUSTABLE FLAT 2X4 F,ea,105.5187,1809109,19255201576,RAB T34FA-2X4,2026-08-25
Retail,Lighting,4IN SURFACE LIGHT FIELD ADJ,ea,31.8330,1809127,19255201355,RAB DSKFA-4R109,2026-08-25
Retail,Lighting,3IN FIELD ADJUSTABLE WAFER,ea,27.8532,1809167,19255201339,RAB WFRL3R69CCT,2026-08-25
Retail,Lighting,12W 6IN ROUND DOWNLIGHT REC,ea,32.2353,1642053,1981368247,RAB WFRL6R139FA,2026-08-25
Retail,Lighting,9W 4IN LED SMOOTH RECESS TR,ea,22.5221,1643537,1981368245,RAB WFRL4R99FA1,2026-08-25
Retail,Lighting,UNDERCABINET FIELD ADJ 24IN,ea,88.0956,1644244,1981383583,RAB KNOOKFA24W,2026-08-25
Retail,Lighting,UNDERCABINET FIELD ADJ 32IN,ea,116.6090,1644245,1981383585,RAB KNOOKFA32W,2026-08-25
Retail,Lighting,100W TEMP LIGHT,ea,190.9953,1644311,1981390844,RAB TEMP-100-85,2026-08-25
Retail,Lighting,TURTLE POWER POST 19' BLACK,ea,69.6344,140017,1981310025,RAB TPPB,2026-08-25
Retail,Lighting,9W 4IN ROUND DIRECT MOUNT L,ea,22.5221,1648117,1981368246,RAB WFRL4R99FA1,2026-08-25
Retail,Lighting,6IN ROUND DIRECT MOUNT LED,ea,32.2353,1648118,1981368248,RAB WFRL6R139FA,2026-08-25
Retail,Lighting,BRZ UNIV MNTG-PLT,ea,16.5132,69851,1981393446,RAB CU4A,2026-08-25
Retail,Lighting,UNDERCABINET FIELD ADJ 8IN,ea,64.4490,1660515,1981383579,RAB KNOOKFA8W,2026-08-25
Retail,Lighting,WHT SMART SENSOR,ea,110.2126,94623,1981376051,RAB SMS500W,2026-08-25
Retail,Lighting,COVER W/ 1-HOLE FITS,ea,8.2188,94954,1981393404,RAB C100B,2026-08-25
Retail,Lighting,MIGHTY CAP 2' FITS 2 3/8'OD,ea,19.6965,117154,1981310063,RAB MCAP2B,2026-08-25
Retail,Lighting,FLOOD CRVD BRKT,ea,177.0687,72185,1981317863,RAB MCB,2026-08-25
Retail,Lighting,277V OC CEIL SENSOR,ea,120.7913,72561,1981374261,RAB LOS2500/277,2026-08-25
Retail,Lighting,WAFER FA 3IN RD WH BAFFLE 6,ea,27.8532,1859130,19255201875,RAB WFRL3R69CCT,2026-08-25
Retail,Lighting,LED STRIP 2FT 19/14/10W 5/4,ea,79.5015,1908474,19255202634,RAB SR2,2026-08-25
Retail,Lighting,LED STRIP 4FT 40/30/20W 5/4,ea,92.3940,1908475,19255202635,RAB SR4,2026-08-25
Retail,Lighting,LED STRIP 8FT 60/50/40W 5/4,ea,166.5239,1908476,19255202636,RAB SR8,2026-08-25
Retail,Lighting,12IN JUMPER CABLE FOR UNDER,ea,9.3501,1186834,1981349186,RAB KJC12W,2026-08-25
Retail,Lighting,EDGELIT PANEL 2X2 30W 4000K,ea,95.1493,1186973,1981349152,RAB EZPAN2X2-30,2026-08-25
Retail,Lighting,KNOOK JUMPER CABLE 6IN FIXT,ea,7.7585,1186986,1981349184,RAB KJC6W,2026-08-25
Retail,Lighting,WAFERFA 5IN RD PLASTIC WH 1,ea,31.8330,1868160,19255202231,RAB WFRL5R129CC,2026-08-25
Retail,Lighting,VANLED VANDALPROOF 12W 5K L,ea,117.3838,1194447,1981347261,RAB VAN1LED12W,2026-08-25
Retail,Lighting,STRIP 8FT 60/50/40W 5/4/3K,ea,169.1118,1909433,19255202642,RAB SR8/PIR,2026-08-25
Retail,Lighting,LINEAR LED HIGH BAY 130/100,ea,214.9740,1875501,19255202542,RAB RBAY17S,2026-08-25
Retail,Lighting,X17 FA 15W LED 3K/4K/5K PC,ea,83.1344,1703754,19255200406,RAB X17FA15W,2026-08-25
Retail,Lighting,WEATHERPROOF COVER ROUND,ea,8.2026,77513,1981393434,RAB C103B,2026-08-25
Retail,Lighting,COMMERCIAL-DOWNLIGHT-ACCESS,ea,6.5664,5564,19255202558,RAB DLPLATE/WFR,2026-08-25
Retail,Lighting,LTG SENSOR KIT,ea,43.7697,8577,19255202600,RAB PIR40,2026-08-25
Retail,Lighting,LINEAR LED HIGH BAY 130/100,ea,258.7437,9770,SON00246420,KIT RAB RBAY17S,2026-08-25
Retail,Misc,LINEAR H.BAY 260-220-160W 1,ea,297.1775,9772,SON00246421,KIT RAB RBAY17M,2026-08-25
Retail,Lighting,9W DNL FX,ea,43.7697,11930,19255201876,RAB WFRLA4R89FA,2026-08-25
Retail,Lighting,SENSOR W/2FL LITE INCLUDES,ea,138.9690,16823,19255202656,RAB GT500RW/L,2026-08-25
